id,time,source,sub_source,writer,link,text,cb_level
 5951890645652549510154358478275255, 30/09/2016 10:09, facebook, FaceBook - (הצל) the shadow, שחר פרץ, http://www.facebook.com/permalink.php?story_fbid=10154358478275255&id=189064565254, קריאות בוז בדרבי של נצרת בדקה לזכרו של פרסבושה: אוהדי הקבוצות גם קיללו לפני המשחק. המנהלת: מביעים שאט נפש  נבקש שימצו איתם את הדין. ההתאחדות: עצוב. ברעם: מביש.,1
 19519150495782304865712152576, 01/10/2016 10:43, twitter, twitter, WallaSport, http://twitter.com/WallaSport/statuses/782304865712152576, אוהדי בני יהודה ומ.ס. אשדוד קיללו את המאמנים  יונתן כהן: נצא לדרך חדשה https://t.co/YT2766ETJ8 https://t.co/wyh8KDMgPa,1
 19519150495780406199443304448, 26/09/2016 04:58, twitter, twitter, פיטנס אינדקס, http://twitter.com/FitnessIndx/statuses/780406199443304448, גוטמן לא הגיע  אוהדי הפועל תא קיללו את השחקנים: יממה אחרי התבוסה 5:0 למכבי תא בדרבי  המנהל המקצועי נעדר מהא... https://t.co/AOEPdQZI0T,1
 19519150495784093623688294400, 06/10/2016 09:11, twitter, twitter, ---Hamazkir+++, http://twitter.com/imno6/statuses/784093623688294400, כבר מזמן לא הרביצו לנשים בכותל  לא קיללו נשים  לא קרעו ספרי תפילה  לא שרקו ולא צעקו.כל זאת  ועוד - במוצאי שבת בכות https://t.co/mc9AShuSfU,1
 29516653495169632636, 01/10/2016 03:21, forum, fxp-פופ ו-RnB, Kendrick Lamar, http://www.fxp.co.il/showthread.php?t=17664275&p=169632636#post169632636, אתם חייבים לראות את הסדרה החדשה מטומטמת- פורסם במקור על ידי Paperilennokkiעל מה זהאחת מטומטמת,1
 19519150495784341216951316480, 07/10/2016 01:34, twitter, twitter, ראובן דהאן, http://twitter.com/Reuven_Dahan/statuses/784341216951316480, איך תצאי מטומטמת:1. פתחי את הדלת2. צאי  מטומטמת,3
 29517495181321561, 09/10/2016 07:43, forum, tapuz - אקטואליה, איש האמת1, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181321561, למה אתה מקלל? אתה לא מסוגל לנהל -דיון תרבותי? כתבתי בנמוס את דעתי תתיחס לדברים עיניניתורק להשכלהכללית זה תמיד הייתה דעתי בלי קשר לסכוי של מועמד כזה או אחר.אולי במקום לקלל תבדוק את הודעתי בפורום ותראה .,1
 29516645895169761057, 05/10/2016 03:44, forum, fxp-מלב אל לב, SprisEr, http://www.fxp.co.il/showthread.php?t=17675672&p=169761057#post169761057, לפעמים בגידה לא נגמרת בפרידה (20)- פורסם במקור על ידי shaharajrכי רק בנות בוגדות?גם בנים בוגדים. ההתנהגות שלכן היא הרסנית כלפי בנים ואתן לא מבינות כמה. וכן זה מתחיל מהשלב שרוצים להכיר אותכן אתה צריך להשפיל את עצמך ולהתנהג מוזר בשביל להכיר מישהי ובנאדם שבוגד הוא לא יותר טוב מחיה.  נערך לאחרונה על ידי SprisEr  05-10-2016 בשעה 15:46,1
 19519150495783421972109729792, 05/10/2016 12:42, twitter, twitter, אבי, http://twitter.com/i_i_AVI/statuses/783421972109729792, מחטט למצוא נעקבות חדשות ומשנן בראש:-לא עוקב אחרי צייצניות מין  גורם למחשבות מטומטמות-צייצניות מין  גורם למחשבות מטומטמות-מחשבות מטומטמות,1
 795z13buhj4fqruuxot522sd3xhnxr3xrpez, 04/10/2016 01:52, Youtube, youtube, SuperNegativeStar, https://www.youtube.com/watch?v=fVyS-05b9CI, מעצבן אותי החנונים האלה שמדברים על זה שהוא התמסחר ומה יותר נורא? מהאלה שמתעצבנים מהאלה שאומרים שהוא התמסחר<br />קצת היגיון קטנטנים הוא השקיע בסרטון והסרטון מצחיק<br />הוא מפרסם דברים בגלל שלא אכפת לו מקטנטנים כמוכם שפשוט זה חצי מהתגובות כאן<br />&quot;אני צוחעק על ג&#39;ינג&#39;ים כי יש בדיחות על זה אני מצחיק&quot; מטומטמים גם הבדיחות על הג&#39;ינג&#39;ים נמאסו וגם מהאלה שאומרים &quot;התמסחרת&quot; חצי מהתגובות זה על זה אני לא מוצא תגובות שאומרים &quot;חח סרטון מצחיק&quot; תמיד יש לכם הערות על כל דבר הקהל הגדול ביוטיוב הוא ילדים קטנים וזה הבעיה העיקרית שלנו -_- מי הטיפש שלא ינסה להרוויח כסף בגילאים 17 ומעלה מתחילים לחשוב חכם ויש הזדמנות להרוויח כסף ככה לא סתם בשביל הכיף אלא בשביל דברים שיעזרו לנו בחיים  אם תהפכו ליוטיוברים פופולארים אני מניח שאתם כן תעשו את זה (רובכם) אין מישהו חכם שיגיד לגיא &quot;איזה דפוק אתה התמסחרת&quot; רק האלה עם סרטוני המיקמק והמיינקראפט אומרים את זה האלה שמושפעים מגיא ויוצרים תכנים לא מקוריים ואין להם מושג מה הם עושים באינטרנט ופורשים אחרי שניה הם אותם ילדודס שאומרים את זה האלה שאומרים שהם עושים את זה בשביל הכיף אבל בעצם בגלל שמשעמם להם  האלה שלא יודעים מה לנשוא בקיצר זה מעצבן אותי לגמרי שהילדים האלה חוזרים על עצמם שוב ושוב ושאני מנה להסביר להם למה הם טועים ומה רע בלהיות ממסוחר כי זה לא רע וגיא לא עושה את כל זה פעם הם לא מבינים הם מקללים אותי ולא יודעים מה אני רוצה מהם אז קדימה תפתחו את העינים שלהם היוטיוברים הגדולים הם חכמים יותר מכם ואתם סתם טמבלים שלא תבינו גאוני זה לעשות את זה  ולגיא לא אכפת מילדים כאלה וגם תסתכלו על הסרטון של shadowskorps שמסביר שאתם סתם קהל מעצבן וגם הסרטון של sugar zaza &quot;מעריץ אפס&quot; הוא כתב בפייסבוק כשהוא העלה את זה שהוא בעקיפין מנסה להראות שזה אתם ככה ואתם לא מבינים את זה ושוב אותם תגובות &quot;פעם היית מצחיק יותר למה אתה לא משחק מיינקראפט? למה אתה לא מנסה להיתקע ב50 רשומים כמוני?&quot; ...עזבו אם קראתם את כל זה אתם בזבזתם את הזמן שלכם בקריאת תגובה של מישהו עצבני שכתב סתם משהו לא ברור אז לא כדאי לתת לייק לתגובה כזו מוזרה -_-,3
 19519150495780441128134926336, 26/09/2016 07:17, twitter, twitter, שולי מהשולה, http://twitter.com/drormiler/statuses/780441128134926336, @kessleron_il @Syechimovich @GLZRadio צריך להיות מטומטם או מטומטמת כדי להגיד את זה הדגיש מטומטמת בעצבנות שטייניצית אופיינית והמשיך ללכלך,3
 29512042295952360, 04/10/2016 05:05, forum, askpeople-זוגיות, הילה, http://www.askpeople.co.il/question/138765, אני חרא של בן אדם לא מגיע לי לחיות  בגדתי בחבר שלי אתמול-כתבתי את זה כתגובה לעצה אבל עכשיו קלטתי שיש סיכוי ענק שלא תקראי את זה אז אני מעתיקה לפה:אני בטוחה שאת קוראת את זה  תקשיבי לי טובלמען אמא שלך  למען המשפחה שלך  למען העתיד שיהיה לךאל תתאבדיאת בת 18 ועשית טעות מגעילהתודי  תרגישי רעזה יעבורבגלל תגובה של מטומטם באסקפיפל לא מפסיקים להזרים דם בורידים  לנשום  הכלכן  עשית דבר מגעיל. זה היה נוראי. אבל את לא חייבת לתלות את עצמך על זה.את לא חייבת לחתוך.זה כל החיים שלךכל החיים הולכים בגלל דבר אחדזה נורא ואיוםהאמת אם היית אחותי והיית אומרת לי דבר כזה הייתי קושרת לך את הרגליים והידיים ונועלת אותך בחדרמה זה להתאבד?!!!!!,1
 29512042295952353, 04/10/2016 05:01, forum, askpeople-זוגיות, הילה, http://www.askpeople.co.il/question/138765, אני חרא של בן אדם לא מגיע לי לחיות  בגדתי בחבר שלי אתמול-אני בטוחה שאת קוראת את זה  תקשיבי לי טובלמען אמא שלך  למען המשפחה שלך  למען העתיד שיהיה לךאל תתאבדיאת בת 18 ועשית טעות מגעילהתודי  תרגישי רעזה יעבורבגלל תגובה של מטומטם באסקפיפל לא מפסיקים להזרים דם בורידים  לנשום  הכלכן  עשית דבר מגעיל. זה היה נוראי. אבל את לא חייבת לתלות את עצמך על זה.את לא חייבת לחתוך.זה כל החיים שלךכל החיים הולכים בגלל דבר אחדזה נורא ואיוםהאמת אם היית אחותי והיית אומרת לי דבר כזה הייתי קושרת לך את הרגליים והידיים ונועלת אותך בחדרמה זה להתאבד?!!!!!,1
 395498461173951068, 08/10/2016 01:53, TB, גלובס online - גלובס SITE, וופק, http://www.globes.co.il/serve/article_response/show_response.asp?StockView=false&did=1001155903&pdid=1001155903&res=7512779&title=, פקידי האוצר המעודדים של כחלון-פקידי האוצר המעודדים של כחלון  וכנראה שהם היחידים שמעודדים אותו ומגיבים בתשלום   לא יעזור לכם ולא לכחלון   לא מוכרים את הדירות   ובמקרה הגרוע מגלגלים את המס על השוכרים* שגם הם בסופו של יום יקללו אותו,1
 29512042695955642, 07/10/2016 04:29, forum, askpeople-מתבגרים, עידן, http://www.askpeople.co.il/question/139251, אמא שלי שונאת אותי  מה לא בסדר בי? מגיל קטן היא מרביצה לי ומקללת אותי-מצטער לרשום את זה   אמא שלך חולה מאוד  ולא חולי גופני אלא חולי נפשי. את חייבת להעמיד אותה במקום ולומר לה  שאם היא לא מפסיקה ברגע זה לקלל ולהרים ידיים עלייך  את פונה ללשכת הרווחה ומדווחת עליה במיידי.זו הדרך היחידה שאנשים כמו אמא שלך מבינים.....מאחל בהצלחה ואת בסדר גמור. היא הבעייתית.,1
 19519150495780668381838110720, 27/09/2016 10:20, twitter, twitter, Moshe Demri, http://twitter.com/mdemri/statuses/780668381838110720, RT @AShoufany: @arabistmideast בלי קשר לסקר המטומטם  בואו נמנף את זה למקום מעניין. המילה במקור ילען מהמקור לענה  כלומר קללה. בשל הבדלי,1
 19519150495780666374217760768, 27/09/2016 10:12, twitter, twitter, Amjad Shoufany Adv., http://twitter.com/AShoufany/statuses/780666374217760768, @arabistmideast בלי קשר לסקר המטומטם  בואו נמנף את זה למקום מעניין. המילה במקור ילען מהמקור לענה  כלומר קללה. בשל הבדלי ניבים...,1
 119517852961562125447, 30/09/2016 10:50, Instagram, Instagram - nathangoshen, noas20021, https://www.instagram.com/p/BK9KFmWg3_C, פאק רציני שאנחנו מטומטמות @hila.ohana @shani_ceausu,3
 19519150495784319045654896640, 07/10/2016 12:06, twitter, twitter, Dor.y.s, http://twitter.com/DorDugy/statuses/784319045654896640, @Amitna87 כי השאלות של הכתבים מטומטמות ולא נוגעות בעיקר,3
 119517854947349079236, 10/10/2016 05:16, Instagram, Instagram - odedpaz, ayalllla, https://www.instagram.com/p/BLRFlVBDexq, מטומטמות @_tal.biton_ @netta_mendel,3
 19519150495780644866703429632, 27/09/2016 08:46, twitter, twitter, Itay ziv, http://twitter.com/itay_ziv/statuses/780644866703429632, @NadavEyalDesk בסדר  עדיין לא קילל אותה והמציא לה ניק ניימז. נשמע לי שבכל זאת לא היה משוחרר רסן  וכשיעשה את זה  הקסם המעוות יפעל את פעולתו,1
 29512043095953256, 05/10/2016 12:48, forum, askpeople-חברים ואנשים, אחד שמנסה לעזור פה, http://www.askpeople.co.il/question/138957, מתדלק; עניתי ללקוח והוא קילל אותי  איים ודפק עליי יריקה בסוף  למה יש אנשים כאלה?-הנה  דוגמה למופת של אדם רדוד! הללויה!,3
 29512043095953511, 05/10/2016 05:42, forum, askpeople-חברים ואנשים, חסומה _, http://www.askpeople.co.il/question/138957, מתדלק; עניתי ללקוח והוא קילל אותי  איים ודפק עליי יריקה בסוף  למה יש אנשים כאלה?-אתה לא צריך להיות בדיכאון!!!יש אנשים חראות אם אתה צריך מישהו לדבר איתו אני יכולה .,3
 19519150495783745165517266944, 05/10/2016 10:06, twitter, twitter, אזרח מודאג, http://twitter.com/Perfectly__Sane/statuses/783745165517266944, @avigrin10 @rogelalpher @MiloMinderbind נכון  הוא צריך גם להזכיר שעובדיה קילל ואיחל מוות לכל הרבה אנשים אמר שהוריקן קתרינה זה בגלל שהכושים&gt;,3
 595100001630464479951216507795080224, 06/10/2016 01:54, facebook, FaceBook - Aya Maximov, Aya Maximov, http://www.facebook.com/permalink.php?story_fbid=1216507795080224&id=100001630464479, בת זונה איך היא מרביצה לתינוקת....מספר הורים החלו לחשוד שמשהו אינו כשורה בפעוטון אליו שלחו את תינוקותיהם  לאחר שהילדים החלו להתנהג באופן מוזר. לאחר שאחד האבות החליט להקליט את הגגנת - הם גילו שחששותיהם היו מוצדקים. בהקלטה מתועדת הגננת כשהיא צועקת ומקללת את התינוקות  ולטענת ההורים - אף מכה אותם: זה הסיוט הכי גדול שיכול להיות להורה,3
 595100000941630168951225956777445698, 27/09/2016 08:55, facebook, FaceBook - אופיר הררי, אופיר הררי, http://www.facebook.com/permalink.php?story_fbid=1225956777445698&id=100000941630168, *הבדיחה היומית מאופיר הררי*פרחה הזקנה המרוקאית מדימונה עולה על מוניתבאיזור תל אביב הנהג שואל אותהשלום גבירתי  לאן בבקשה.??.....לחלא דרבוק עונה לו פרחה.הנהג:גברתי לא יפה למה את מקללת??לאן את רוצה לנסוע?חס ושלום קללה...עונה לו פרחה...הנה הבת שלי כתבה לי בפתק חלא דרבחק....הנהג מסתכל על הפתק ומתפקע מצחוק....זה לא חלא דרבוק...זה היכל התרבות גברת......,1
 39549736235195133, 05/10/2016 11:38, TB, YNET - עמוד הבית, ., http://www.ynet.co.il/articles/0%2c7340%2cL-4863303%2c00.html, אני רואה ערסים  אבל אני לא רואה מכות  אתם הוזים-הערס הראשי ניטרל מהר את כל האש  אם לא הוא  אולי באמת היו מכות  אפילו קללה לא שמעתי (וגם לקלל מותר)  ערס אולי מתבטא בצורה וולגרית  אבל זה עדיין חוקי ובסדר גמור  אולי אתם עדינים מדי אולי אתם חסרי סובלנות כלפי מי ששונה ממכם  אולי אתם לא יודעים לצחוק רק בגלל  שרחמנא לצלן  מי שצוחק איתכם לא משקפופר. תתבגרו  לא כל האנשים בעולם אותו דבר  ערס זה לא גנב ולא רוצח - תנו לערסים לחיות,1
 59510000488457741795590496607789820, 29/09/2016 03:54, facebook, FaceBook - רבא רצון, רבא רצון, http://www.facebook.com/permalink.php?story_fbid=590496607789820&id=100004884577417, שמעון פרס זל . בתקשורת  בכל ערוצי הטלוויזיה . ( למעט ערוץ 20) ממש עבודת אלילים   פולחן האישיות . פרס היה   פרס עשה   פרס בנה   פרס המנהיג עם החזוןןןןןןןן  הגדילה לעשות ולאמר יונית לוי ערוץ 2 שהכתירה אותו אבי האומההההההה.  לא שמעתי על פרס שרצה והבטיח לנו מזרח תיכון חדשששש האיש שהביא לנו את הארכי-רוצח ערפאת ימח שמו וזכרו   והפך אותו לאיש השלוםםםם   ואפילו שניהם קיבלו פרס נובל לשלום . ובו בזמן שהוא טייל בעולם בתור איש  השלום . פה בארץ אנשים התפוצצו באוטובוסים   במסעדות   קניונים גופות   וחלקי גופות שרופות וחרוכות  ופזורות ברחבי ערי ישראל   זוכרים ??? ממש מזרח תיכון חדש !!!!  ערפאת  איש השלום  היושב ברמאללה בכסף שקיבל שכר אנייה מליאה נשק וחומרי חבלה   (אניית קארין איי   ) זוכרים ??למזלינו היא נתפסה בעוד מועד עי חיילי צהל .ממש ממש מזרח תיכון חדש !! פסטורלי . בהתנתקות-גירוש היהודים מביתם   והשלכתם לרחוב כמו כלבים וחתולים   הבטיח לנו פרס שבמקום ההריסות ייבנו בתי מלון   וכפרי נופש לאזרחי ישראל והפלשתינאים   ומה קיבלנו !!! טילים   פצמרים   גרדים  רקטות   על ערי דרום ישראל  תל אביב   ושדה התעופה   ממש איש החזון !!! ועתה כולם תוהים בתקשורת   מדוע פרס זכה לאהבה רק כשהיה נשיא המדינה   למה ? רוצים לדעת ?? כי בתור נשיא המדינה הוא יכול להיות רק סבא טוב !!!! לא יותר מזה . הוא לא יכול לקבל החלטות   הוא לא יכול לבצע דבר . הוא יכול רק לחייך בתור סבא   לכן רק כך העם הסכים לקבלו ולאהוב.לאחר כל חגיגות התשעים הגרנדיוזיות שעשו לפרס הענקקקק   עם הרבה ממנהיגי ושועי העולם ( שחלקם כשלו כשלון חרוץ בתפקידם ) ועתה בהלוויה יגיעו מטוסים   מנהיגי ושועי העולם . ואני סתם תוהה לעצמי   מנחם בגין זל ביקש לא לקברו בחלקת גדולי האומה בהר הרצל   ולקברו בחלקת עולי הגרדום  מהאצל והלחי . הוא ביקש וציווה שיעשו לו הלוויה עממית   ללא מנהיגים   ללא הספדים   מה  בגין לא היה מנהיג גדול וענק ?? מה  בגין לא היה מנהיג שלום ???? יצחק שמיר זל נקבר בהלוויה צנועה   מה  הוא לא עשה  מספיק למדינה ??? מה  הוא לא נלחם  למען המדינה ??? למה הם לא נזקקו לפולחן האישיות- עבודת האלילים . למה ? סתם כתבתי לעצמי   חומר למחשבה . יום טוב   שנה טובה ומבורכת   ובשורות טובות לכל עם ישראל .,1
 19519150495783954990494806016, 06/10/2016 12:00, twitter, twitter, Bar Haim, http://twitter.com/BARHAIM99/statuses/783954990494806016, הלך לבגוד חחחחחח רץ,1
 119517863772116053544, 06/10/2016 10:56, Instagram, Instagram - estiginzburg100, adaris1986, https://www.instagram.com/p/BLN_-adALQ8, בגד ים משגע,1
 119517863902307022796, 09/10/2016 06:51, Instagram, Instagram - neta_alchimister, ronhagai_, https://www.instagram.com/p/BLWKTOZAA23, מדהימההההההההההההה ובגד ים מדהיםםםםםםםםםםםםםם,1
 19519150495784760325845417984, 08/10/2016 05:20, twitter, twitter, Osher Levi, http://twitter.com/osherlevi12/statuses/784760325845417984, אין אותך ביותר מושפלת ומטומטמת,3
 595344934578852219951276998615645806, 04/10/2016 10:45, facebook, FaceBook - AskPeople, Yamit Amon, http://www.facebook.com/permalink.php?story_fbid=1276998615645806&id=344934578852219, שלום אנשים יקרים אני ממש רוצה לשתף אותכם במה שעובר עליי כשאני קוראת את התגובות שלכם לשאלות של אנשים שעולות כאן...הרבה פעמים עולות כאן שאלות של ילדים או נשים או סתם אנשים שרק רוצים חוות דעת בקשר למה שעובר להם בראש.בשאלות האחרונות שנשאלו כאן (החמה על הבושם שקיבלה מהכלה  והאישה שלא ידעה מה לעשות עם השלט שהכין לי החבר כהצעת נישואים והיא לא אהבה הילדה שעוברת התעללות בבית  הילד עם הזורמת של השכבה והרשימה עוד ארוכה)  ראיתי תגובות שלכם הקוראים ופשוט הזדעדעתי!! אתם לא על תקן שופטים של בית משפט חברים יקרים כי אף אחד לא מושלם וברור והגיוני שלכל אחד דעה משלו כי אנחנו שונים בדרך חשיבה שלנו אבל תמיד יש דרך להגיד את מה שחושבים. אף אחד לא פונה לכאן בשאלה על ממת שיקללו אותו וירדו עליו ויגידו לו שהוא מיותר בעולם הזה!! תיהיו אנושיים ורגישים למה שעובר על אנשים  מיותר להתחיל לקלל ולאחל מוות לאנשים על כך שחשבו בצורה אחרת מאיך שאנחנו חושבים כן גם אם זה נראה לנו הכי פסול ולא בסדר עדיין אפשר להגיב בצורה מכבדת שלא תפגע תהרוס ואפילו תגרום למישהו לחשוב שהוא צריך למות כי הוא חשב שונה.אפשר להראות לבן אדם איפה הטעות שלו ואיך הוא יכול לפתור אותה גם בדרך שפויה וסבירה שבאמת תאפשר לו למידה מהטעות שלו  הרי בשביל זה אנשים ממשיכים לעלות לכאן שאלות שמטרידות אותם. לפעמים אנחנו שוכחים שאנחנו נחשפים לחלק קטן ביותר שלקוח מתמונה שלמה ואין לנו את כל הפרטים המדוייקים כדי להיות על תקן שופטים ןבטח לא חורצי דין של חיים ומוות.אז חברים יקרים על מנת שאנשים כן ימשיכו להרגיש בנוח לשתף את מה שעל ליבם  והתכובות לא יהפכו לשדה קרב של קללות ודיבור לא מכבד תחשבו פעמיים לפני שאתם מגיבים ומה זה יכול לעשות למי שפנה להתייעצות כאילו הוא היה אחד מהמשפחה שלכם!! מקווה שכולנו נדע להירגע עם השיפוט המזעזע ופשוט ניהיה פה לתת עצה חכמה ללא תוספות פוגעניות.,1
 19519150495783980305795473408, 06/10/2016 01:40, twitter, twitter, Nimel, http://twitter.com/JustNimel/statuses/783980305795473408, @Mir__M00R זה כי את זונה מטומטמת!(אני יוזר הייטר טוב?????????????????),3
 19519150495782846489693487104, 03/10/2016 10:35, twitter, twitter, Esti, http://twitter.com/esti31030/statuses/782846489693487104, @AmirShperling ואני דווקא נגד:  כביש זה משהו מלוכלך  דורכים עליו  נוסעים עליו  ונמצא בתחתית  בפקקי תנועה מקללים אותולא מכובד  ולא ראוי.,1
 19519150495784382772177698821, 07/10/2016 04:20, twitter, twitter, אני, http://twitter.com/iSara_M/statuses/784382772177698821, @roxy_asher חיוך הוא כמו מסיכה  מצד אחד משתפים יום החיוך העולמי הנפלא שיהיה לך  ומצד שני מקללים ומלכלכים על כל דבר שלא כמוהם...,1
 29512043295955841, 07/10/2016 06:52, forum, askpeople-התמודדות עצמית, Me, http://www.askpeople.co.il/question/139306, נמאס לי כבר... אני גרה בבית שכל הזמן מקללים בו וצועקים  מזלזלים בי-היי מאמידברי איתי בפרטיאם את סטודנטית אפשר לעבור עם שותפים או מעונותובלי שום קשר שלחי לי הודעה אל תיהיי עצובה :),1
 395498461173951035, 08/10/2016 01:29, TB, גלובס online - גלובס SITE, פl, http://www.globes.co.il/serve/article_response/show_response.asp?StockView=false&did=1001155903&pdid=1001155903&res=7512736&title=, כחלון הפך לאדם שנוא* סוג של-כחלון הפך לאדם שנוא* סוג של שרץ מגעיל לאן שאני מגיע ומוזכר השם כחלון* כולם מקללים אותו כמו את המן הרשע בפורים יצר לעצמו תדמית של חלאה,3
 29512043295956543, 08/10/2016 01:47, forum, askpeople-התמודדות עצמית, אוהב לעזור, http://www.askpeople.co.il/question/139306, נמאס לי כבר... אני גרה בבית שכל הזמן מקללים בו וצועקים  מזלזלים בי-פשוט תנסי לעשות דברים שאת אוהבת! צאי הרבה מהבית! זה עוזר!אם את רוצה משהו מוזמנת לפטפט!,1
 595177641642326425951118872838203296, 08/10/2016 03:12, facebook, FaceBook - דברים  שאני כותב, Maayan Mey Oliar, http://www.facebook.com/permalink.php?story_fbid=1118872838203296&id=177641642326425, פעם  גם אני ישבתי בבצפר   הייתי חלק ממשו חלק מעדר. אבל אמרו לי שפעם  העדר היה קצת יותר קטן ופחות משוגע  ילדים היו משחקים בגומי מתוח  המצב היה פה קצת יותר בטוח חיוכים הושלכו  אהבה הורעפה על סבים וסבתות שכנים משפחה. כשהם עלו מפולין אוקראינה מדינות הצפון אחרי המלחמה היה שיגעון וכל מכר שכן או סתם בן אדם הפך לדוד  חבר קרוב ממש קשר דם. היום? היום אני שואלת גם את עצמי..מה נהיה מאיתנו  עם לוחמני? לא  זה כבר היינו תמיד.. אבל על מה נלחמים? כבוד או שהיד? אולי אני סתם מבלבלת לעצמי את המוח והמצב תמיד היה כך   צריך רק לשמוח! שיש מדינה  וראש ממשלה שר חינוך ותרבות  אפילו תחבורה. אבל איך זה? שכל ילדה לפי הסטטיסטיקה  תהיה מוטרדת מינית בחייה? וכל גבר שהחליט שזמנו הגיע  יכול לחשוב מחשבתו וישר להפתיע? אז מה? זה רק מעכשיו ? או שפתאום יש רק יותר מודעות למצב? ובכלל.. איך מילדה חמודה שבתנועות נוער שירים צורחת  נהייתי שמאלנית מתנשאת לסבית רוצחת? מיונז הם קראו לי  שמנה מגעילה  תתאבדי כבר גודזילה! תעברי מסילה  בעזה יהיה לך טוב עם חבריך לשכונה  בוגדת גוייה  יהודיה מסריחה! ו אני שואלת את עצמי שוב  מחדש.. איך הפכנו לחברה כזו   זה טעם נרכש? יום יבוא ופשוט אתרגל? ואז גם אני אתחיל לקלל? אמא אומרת שנהיינו שונאים מעם חברי לעם של אויבים! שבמקום להבין שצריך להיות יחד שונאים בתוכנו  מנציחים את הפחד ! ועכשיו  עוד שנה וחודש אחד.. אני צריכה לצאת לעולם הזה לגמרי לבד.. פעם  היו הגדולים מבטיחים.. כבר לא יהיה צבא כשתהיו גדולים. היום? אין כמעט תקווה  הצבא הפך למורשת מרשימה. שממשיך לכבוש להתקיים ולרצוח בעד השלום? או בעד הכח? פעם  גם אני ישבתי בבצפר  אבל היום? אני כבר קצת מחוץ לעדר..אולי יגידו הכבשה השחורה למרות שבעיינם  אני רק אשכנזייה מרירה.יודעת שציפיתם לסיום חיובי כמו במחזה  אבל אם היה לי  לא הייתי כותבת את הטקסט הזה.,1
 29516647295169624548, 01/10/2016 05:53, forum, fxp-צבא וביטחון, DiirectX, http://www.fxp.co.il/showthread.php?t=17663031&p=169624548#post169624548, קיבלתי פטור- פורסם במקור על ידי iAmHapoelאל תפתח אשכול כמו מסכן כי בא לך לחוש גבר שיצאת מהצבאתיהנה מהחיים שלך ותעשה מה שאתה רוצה  לא מענייןזה לא אשכול שלי אפילו בן זונה מטומטם,3
 29512042295958842, 10/10/2016 10:10, forum, askpeople-זוגיות, פרסה קנריו, http://www.askpeople.co.il/question/139666, גיליתי שאישתי בגדה בי עם ערבי. אנחנו נשואים 8 חודשים לאחר זוגיות של 9 שנים...-פעם בוגדת תמיד בוגדת אין לך למה להישאר זה לא יגמר!!  על פי הדת אישה שנואפת בבעלה  הגבר חייב לתת לגט ולעזוב,1
 19519150495780514627335688193, 27/09/2016 12:09, twitter, twitter, ., http://twitter.com/hilalalaloopsy/statuses/780514627335688193, @imno6 @YinonMagal זה לא קשור להבנת החוק  ההשוואה שהוא עשה מטומטמת. הוא מטומטם.,3
 29512043095139326, 07/10/2016 09:32, forum, askpeople-חברים ואנשים, נו מה, http://www.askpeople.co.il/question/139326, זונה קיללה אותי כי סירבתי לה. מה עשיתי לא טוב?-מציק לי ולא יוצא מהראש! אני גר במדינה דוברת גרמנית  אבל לא יודע גרמנית טוב ומדבר אנגלית. אז אני הולך ברחוב ושתי בחורות הולכות לכיוון ההפוך (עם הפנים אלי) ומסתכלות עלי. אני מרים מבט כי חושב שאולי זאת מישהי שאני מכיר. היא (גרמנית): שלום! אני( אנגלית  טיפה בהיסוס): שלום. היא (אנגלית): רוצה קצת זמן טוב? אני(אנגלית. קולט את הטעות שלי ומנסה להיות מנומס): לא תודה חמודה. אולי ביום אחר. וממשיך ללכת. שומע מאחורי הגב אחת אומרת לשניה בקול חלש יותר: היא (גרמנית): הומו מסריח. אני לא יודע גרמנית  אבל דברים כאלה פשוטים אני מבין. וזה נורא מפריע לי שהיא קיללה אותי. מה עשיתי? ניסיתי להיות נחמד לאישה שהחיים דפקו אותה. לא ריציתי לשלם לה כי זה ניצול. לא מתאים להתעלם ממנה כי זה לא מנומס. אז איך מגיבים?,1
 29516663095169495143, 26/09/2016 03:20, forum, fxp-ריאל מדריד, Ryan Giggs, http://www.fxp.co.il/showthread.php?t=17654884&p=169495143#post169495143, רונאלדו לזידאן; לך ת****ן-אחרי כל החמצה הוא אומר Puta..זה לא חדש שהוא מקלל.אבל את זידאן? יש גבול.קצת כבוד.,1
 19519150495780693997161484288, 27/09/2016 12:02, twitter, twitter, Galila Wengrov, http://twitter.com/GalilaWengrow/statuses/780693997161484288, הטענה שרפי מדבר בבוטות איננה מתארת את המציאות.רפי מקלל בשפה שאי-אפשר לצטט אותה.(מקווה שבקרוב ינתן לי אישור לפרסם את הטקסטים היוצאים ממנו),1
 29514122095181289400, 28/09/2016 06:47, forum, tapuz - שכונה (סדרה), יוסי חייט חדש, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=2434&MessageId=181289400, יעל משחקת רק כלבות-שרון סילבר  סוזי שיינפלד  ריקי בן חיים  לילך איצקוביץ'... כולן ביצ'יות מארץ הביצ'יות שהיית מקלל ורוצה שרק ימותו.&nbspאחת אפילו מתה!,1
